"S","ID","Rank1","real","Rank2"
-5.6639266,"PV-008182194078",11917,"not active",
-5.6638894,"PV-006111586987",11918,"not active",
-5.6638036,"PV-004704147002",11919,"not active",
-5.6636052,"PV-009389344419",11921,"not active",
-5.6634445,"PV-006728050148",11922,"not active",898
-5.6634326,"PV-009251258990",11923,"not active",
-5.6633244,"PV-005802623884",11924,"not active",
-5.66329,"PV-004107065528",11925,"not active",
-5.6632309,"PV-007175881162",11926,"not active",
-5.6631908,"PV-002853801974",11927,"not active",1264
-5.6630845,"PV-003722430077",11928,"not active",
-5.6630149,"PV-006307189500",11930,"not active",
-5.6628327,"PV-004740609904",11931,"not active",678
-5.6627884,"PV-002859965786",11932,"not active",
-5.6627789,"PV-001343229768",11933,"not active",
-5.6627741,"PV-003506974785",11934,"not active",
-5.6627717,"PV-003680833521",11935,"not active",955
-5.6626964,"PV-006023019249",11937,"not active",
-5.6626954,"PV-002888533196",11938,"not active",
-5.6626735,"PV-005536949536",11939,"not active",
-5.6624761,"PV-005431736192",11940,"not active",
-5.6624727,"PV-006865226016",11941,"not active",
-5.6623478,"PV-006707230134",11942,"not active",
-5.6623011,"PV-004735526480",11943,"not active",
-5.6618409,"PV-003613084574",11944,"not active",
-5.661778,"PV-005647697055",11945,"not active",
-5.6617551,"PV-006877189185",11947,"not active",
-5.661624,"PV-005955945815",11948,"not active",
-5.6615653,"PV-006536412815",11949,"not active",
-5.6614547,"PV-009118080164",11950,"not active",
-5.6614442,"PV-009826270987",11951,"not active",1427
-5.6613736,"PV-006407116007",11953,"not active",
-5.6613283,"PV-003768091292",11954,"not active",
-5.6612806,"PV-000540369017",11955,"not active",
-5.6610608,"PV-009299337559",11956,"not active",
-5.6610208,"PV-009998356875",11957,"not active",
-5.6607628,"PV-006767587086",11958,"not active",
-5.6607099,"PV-003105107897",11959,"not active",
-5.660686,"PV-009266980896",11960,"not active",
-5.6606846,"PV-006161625038",11961,"not active",
-5.6604881,"PV-005714822890",11962,"not active",
-5.6599622,"PV-009157571631",11966,"not active",
-5.6596365,"PV-003535660179",11967,"not active",867
-5.6596127,"PV-009519467964",11968,"not active",
-5.6595302,"PV-005987034311",11969,"not active",
-5.6594839,"PV-004824393365",11970,"not active",
-5.659184,"PV-003335202006",11971,"not active",
-5.6590796,"PV-006063908431",11972,"not active",
-5.6590309,"PV-004574833714",11973,"not active",
-5.6589932,"PV-003251154083",11974,"not active",
-5.6589446,"PV-008284030337",11975,"not active",1203
-5.6589069,"PV-009410029881",11976,"not active",
-5.6588206,"PV-009575803689",11977,"not active",
-5.6587176,"PV-004598162453",11978,"not active",
-5.6586986,"PV-004543167772",11979,"not active",
-5.6586399,"PV-007559922687",11980,"not active",
-5.6585712,"PV-008598303812",11981,"not active",
-5.6583743,"PV-007506235851",11982,"not active",
-5.657917,"PV-005342608107",11984,"not active",
-5.6579018,"PV-008753580374",11985,"not active",
-5.6578865,"PV-004388334055",11986,"not active",1405
-5.6577053,"PV-009693295177",11988,"not active",
-5.6574354,"PV-007102068061",11993,"not active",1595
-5.6574235,"PV-006606852563",11994,"not active",
-5.6573882,"PV-004204474785",11995,"not active",
-5.6572542,"PV-004499828973",11996,"not active",
-5.6569567,"PV-003846686107",11997,"not active",
-5.6569562,"PV-006855197811",11998,"not active",
-5.6568589,"PV-009680496226",11999,"not active",
-5.6568398,"PV-006917416430",12000,"not active",
-5.6568317,"PV-003404758829",12001,"not active",
-5.6565466,"PV-004855270337",12003,"not active",
-5.6564312,"PV-003192993803",12004,"not active",
-5.656291,"PV-007060644262",12005,"not active",
-5.656209,"PV-010045345926",12007,"not active",
-5.6560001,"PV-004947845403",12009,"not active",
-5.6559906,"PV-005466144062",12010,"not active",
-5.6559706,"PV-002826683574",12011,"not active",
-5.6559043,"PV-007157801342",12013,"not active",
-5.6558118,"PV-009876907699",12014,"not active",
-5.655755,"PV-009166507443",12015,"not active",
-5.6557159,"PV-006064735385",12016,"not active",
-5.6550641,"PV-005156598627",12019,"not active",
-5.6550608,"PV-005404224107",12020,"not active",
-5.6550202,"PV-009200806244",12021,"not active",
-5.6549425,"PV-004391690164",12022,"not active",
-5.6548777,"PV-005376861938",12023,"not active",
-5.6547494,"PV-009202816921",12024,"not active",
-5.654737,"PV-009559721715",12025,"not active",
-5.6546903,"PV-003082342399",12026,"not active",
-5.6546497,"PV-007157953777",12027,"not active",
-5.6545153,"PV-003335371566",12029,"not active",
-5.6545081,"PV-006367906319",12030,"not active",
-5.6543822,"PV-005516459184",12032,"not active",
-5.6541772,"PV-006950837113",12033,"not active",
-5.6540437,"PV-008988385203",12034,"not active",
-5.6537557,"PV-007318552863",12036,"not active",
-5.6535897,"PV-009183571292",12037,"not active",
-5.6532493,"PV-000489790743",12040,"not active",
-5.6530457,"PV-005010614436",12041,"not active",
-5.6529231,"PV-006868924843",12043,"not active",1559
-5.6526265,"PV-009527797974",12045,"not active",1402
-5.6525555,"PV-007561643289",12046,"not active",
-5.6525202,"PV-009937857788",12047,"not active",2008
-5.6524224,"PV-005243139990",12048,"not active",
-5.6522412,"PV-009769445601",12049,"not active",
-5.6520333,"PV-008883709711",12050,"not active",
-5.6519451,"PV-009622553573",12051,"not active",795
-5.6518364,"PV-006839760594",12052,"not active",
-5.6518126,"PV-003595413803",12053,"not active",
-5.6517725,"PV-009674134926",12055,"not active",
-5.6516728,"PV-006853841645",12056,"not active",
-5.6515999,"PV-009785492678",12057,"not active",
-5.6513834,"PV-009434648873",12058,"not active",
-5.6513476,"PV-003390835114",12059,"not active",
-5.6513376,"PV-006997617872",12060,"not active",
-5.6512427,"PV-004515485296",12061,"not active",
-5.6511731,"PV-005191571817",12062,"not active",
-5.6510825,"PV-005964934575",12063,"not active",
-5.651,"PV-004302963769",12065,"not active",
-5.6508603,"PV-004760608002",12066,"not active",
-5.6508422,"PV-002981998358",12067,"not active",
-5.6508312,"PV-007143547880",12068,"not active",
-5.6507802,"PV-001761045319",12069,"not active",
-5.650775,"PV-008326212231",12070,"not active",
-5.6507444,"PV-009361742191",12071,"not active",
-5.6507235,"PV-005794333326",12072,"not active",
-5.6507134,"PV-009680008319",12073,"not active",
-5.6505075,"PV-006809720672",12075,"not active",
-5.6504889,"PV-005319197682",12076,"not active",
-5.650301,"PV-002782760191",12078,"not active",
-5.6502519,"PV-000406483486",12079,"not active",
-5.6500297,"PV-007794114689",12081,"not active",
-5.649981,"PV-006840477669",12082,"not active",
-5.649972,"PV-007162407023",12083,"not active",
-5.64994,"PV-002817332198",12084,"not active",
-5.6499043,"PV-006556548358",12085,"not active",
-5.6498599,"PV-004010425270",12086,"not active",
-5.6497979,"PV-004683511338",12087,"not active",
-5.6496997,"PV-009581810927",12088,"not active",
-5.6496358,"PV-008383518627",12089,"not active",
-5.6492176,"PV-003651099005",12090,"not active",
-5.6490521,"PV-002733768636",12091,"not active",1593
-5.6489248,"PV-005547776500",12092,"not active",
-5.648706,"PV-007435261010",12096,"not active",
-5.648562,"PV-006480256395",12097,"not active",
-5.6485167,"PV-009977026649",12099,"not active",
-5.6483498,"PV-009999629885",12100,"not active",
-5.6482854,"PV-006839567630",12101,"not active",
-5.6482754,"PV-005468382870",12102,"not active",
-5.6480551,"PV-003087689917",12104,"not active",
-5.6479917,"PV-003004230510",12105,"not active",1110
-5.6479454,"PV-005252341503",12106,"not active",
-5.6478829,"PV-008260759725",12107,"not active",
-5.6477394,"PV-007017888476",12108,"not active",
-5.6476688,"PV-009504230136",12109,"not active",
-5.6476121,"PV-002746052866",12110,"not active",
-5.6475158,"PV-005232145436",12111,"not active",
-5.6474452,"PV-003255451156",12112,"not active",
-5.6473989,"PV-005144947323",12113,"not active",1897
-5.6473913,"PV-003408843673",12114,"not active",
-5.647253,"PV-009994192372",12115,"not active",
-5.6469693,"PV-007782724367",12116,"not active",
-5.6469507,"PV-002822918697",12117,"not active",
-5.6468811,"PV-008661777576",12118,"not active",
-5.6467505,"PV-005891147957",12119,"not active",
-5.6465669,"PV-005238885929",12120,"not active",
-5.6465006,"PV-009297453937",12121,"not active",
-5.6464009,"PV-009199238738",12122,"not active",
-5.6462688,"PV-005065401200",12124,"not active",
-5.6460595,"PV-009818929349",12126,"not active",
-5.6456947,"PV-009158077219",12127,"not active",
-5.6455984,"PV-004059188460",12129,"not active",
-5.6454048,"PV-004352908731",12130,"not active",
-5.6453605,"PV-004986877227",12131,"not active",
-5.6451159,"PV-009506306722",12132,"not active",
-5.6449404,"PV-004037624099",12133,"not active",
-5.6445246,"PV-005978295183",12135,"not active",
-5.6444654,"PV-009457975616",12136,"not active",
-5.6444554,"PV-005326105312",12137,"not active",
-5.6443172,"PV-003595368722",12139,"not active",
-5.6442413,"PV-003022464537",12140,"not active",
-5.6442132,"PV-005236011345",12141,"not active",
-5.6438656,"PV-006014459258",12142,"not active",
-5.6436648,"PV-008643927846",12143,"not active",
-5.6434126,"PV-001576675210",12144,"not active",
-5.6433392,"PV-003721011767",12145,"not active",
-5.6432891,"PV-001563682657",12146,"not active",
-5.6432629,"PV-003875276280",12147,"not active",
-5.6428537,"PV-005223097591",12152,"not active",
-5.6427755,"PV-003096083007",12154,"not active",
-5.6427484,"PV-006052220979",12155,"not active",
-5.6426105,"PV-004413273586",12157,"not active",
-5.6425605,"PV-004840711712",12158,"not active",
-5.6425166,"PV-002979532264",12159,"not active",
-5.6424093,"PV-003451300163",12160,"not active",
-5.6423688,"PV-009062265461",12161,"not active",
-5.6423249,"PV-003696454060",12162,"not active",
-5.6422424,"PV-002712224746",12163,"not active",
-5.6420956,"PV-001745366783",12164,"not active",781
-5.6415524,"PV-009954983922",12166,"not active",
-5.6412611,"PV-009187682497",12169,"not active",
-5.6412334,"PV-004118571740",12170,"not active",
-5.6412315,"PV-003996053204",12171,"not active",
-5.6411018,"PV-003301073307",12173,"not active",
-5.6409631,"PV-006937563350",12174,"not active",1335
-5.6409063,"PV-007950913320",12175,"not active",
-5.6406536,"PV-005686386689",12176,"not active",
-5.6405096,"PV-005522160265",12177,"not active",
-5.640192,"PV-007092381158",12178,"not active",
-5.6401391,"PV-003113471374",12179,"not active",900
-5.6401381,"PV-009434850303",12180,"not active",
-5.6401348,"PV-005880417546",12181,"not active",
-5.6399369,"PV-005372653436",12183,"not active",
-5.6398635,"PV-007251772105",12184,"not active",
-5.6398129,"PV-007249332456",12185,"not active",
-5.6393743,"PV-005996146488",12188,"not active",
-5.6392207,"PV-009341457330",12189,"not active",
-5.6391339,"PV-006762953880",12190,"not active",
-5.6388602,"PV-002966857758",12192,"not active",
-5.6387482,"PV-008734236854",12194,"not active",
-5.6387053,"PV-001055295884",12195,"not active",
-5.6385574,"PV-006865115661",12196,"not active",
-5.6385427,"PV-009860723773",12197,"not active",
-5.6384869,"PV-008078418552",12199,"not active",
-5.637908,"PV-004114220680",12202,"not active",
-5.6378522,"PV-008999586408",12203,"not active",
-5.6375461,"PV-009254912944",12204,"not active",1557
-5.6374125,"PV-009046044941",12207,"not active",
-5.6373425,"PV-007818942690",12208,"not active",
-5.6372857,"PV-006845059007",12209,"not active",
-5.6372404,"PV-004373857510",12210,"not active",
-5.6371593,"PV-003876833215",12211,"not active",534
-5.6370625,"PV-003987202086",12212,"not active",
-5.6370559,"PV-009003536964",12213,"not active",
-5.636858,"PV-002820177430",12214,"not active",1348
-5.6368103,"PV-003244567734",12215,"not active",
-5.6365733,"PV-005695978694",12217,"not active",1749
-5.6364436,"PV-003256565294",12218,"not active",
-5.6364288,"PV-006965989064",12219,"not active",
-5.6361675,"PV-009215642662",12220,"not active",
-5.6357632,"PV-004539574126",12221,"not active",
-5.6357088,"PV-008250694489",12222,"not active",
-5.6356678,"PV-010005997124",12224,"not active",
-5.6355848,"PV-007031591716",12226,"not active",
-5.635458,"PV-009341315118",12227,"not active",
-5.6353388,"PV-009368235729",12228,"not active",
-5.6353016,"PV-003622843692",12229,"not active",
-5.6351919,"PV-004337592098",12230,"not active",
-5.6349931,"PV-007232845460",12231,"not active",
-5.6347699,"PV-004123988902",12233,"not active",
-5.6346307,"PV-004418795907",12234,"not active",
-5.6344886,"PV-009703689337",12235,"not active",
-5.6341639,"PV-004504634368",12237,"not active",
-5.6339626,"PV-005336522360",12239,"not active",
-5.6338763,"PV-007958477927",12240,"not active",
-5.6338701,"PV-004563176654",12241,"not active",
-5.6337171,"PV-003946061843",12243,"not active",
-5.6337123,"PV-000516518015",12244,"not active",
-5.6336517,"PV-007080294385",12245,"not active",
-5.6335011,"PV-009698261669",12246,"not active",1070
-5.63342,"PV-009899492978",12247,"not active",
-5.6333308,"PV-005669111621",12248,"not active",
-5.6332793,"PV-006843498970",12249,"not active",1292
-5.6332512,"PV-006797659335",12250,"not active",
-5.632997,"PV-004975515778",12252,"not active",
-5.6327953,"PV-006943047005",12253,"not active",1664
-5.6326308,"PV-004812281161",12255,"not active",
-5.6323137,"PV-005890493450",12256,"not active",
-5.6321568,"PV-003518046475",12257,"not active",
-5.6319795,"PV-004212191608",12260,"not active",
-5.6319389,"PV-006576266369",12261,"not active",
-5.6317377,"PV-009990464714",12263,"not active",1540
-5.6316748,"PV-003043290935",12264,"not active",
-5.6315875,"PV-003168990798",12266,"not active",
-5.6312094,"PV-007596031207",12268,"not active",
-5.6311712,"PV-008859658119",12269,"not active",
-5.6311188,"PV-006302409110",12270,"not active",
-5.630899,"PV-004203236061",12271,"not active",
-5.6308961,"PV-010047679040",12272,"not active",
-5.6307139,"PV-009139129884",12274,"not active",
-5.6305494,"PV-004907938784",12275,"not active",
-5.6305051,"PV-002761776712",12276,"not active",
-5.630374,"PV-009333987571",12277,"not active",
-5.6299896,"PV-009900503333",12279,"not active",
-5.6298118,"PV-003519322719",12280,"not active",
-5.6297317,"PV-005962871223",12281,"not active",
-5.6296473,"PV-007088756751",12282,"not active",
-5.6295948,"PV-008072188756",12283,"not active",
-5.629528,"PV-001154097119",12284,"not active",
-5.629498,"PV-006412208901",12285,"not active",728
-5.6291933,"PV-008535791165",12286,"not active",
-5.629127,"PV-004427694253",12289,"not active",
-5.6290565,"PV-004381357013",12291,"not active",
-5.6290274,"PV-004764002093",12292,"not active",
-5.6289282,"PV-009441805604",12294,"not active",
-5.6289201,"PV-005826717036",12295,"not active",1297
-5.6288667,"PV-006992052840",12296,"not active",
-5.6287823,"PV-008924699175",12297,"not active",
-5.6286092,"PV-003731335095",12298,"not active",
-5.6286044,"PV-004528249755",12299,"not active",
-5.6283574,"PV-005403518086",12302,"not active",
-5.6283493,"PV-000444923259",12303,"not active",
-5.6279116,"PV-009985058823",12305,"not active",
-5.6276455,"PV-006432103800",12306,"not active",
-5.6273589,"PV-008233203586",12309,"not active",
-5.6273546,"PV-006783681228",12310,"not active",
-5.6270528,"PV-002701578703",12313,"not active",
-5.6270494,"PV-004602149126",12314,"not active",
-5.626956,"PV-008916763783",12315,"not active",1150
-5.6268578,"PV-003671197431",12316,"not active",1672
-5.6268349,"PV-010042997356",12317,"not active",
-5.6267843,"PV-006133754742",12318,"not active",
-5.6267462,"PV-005573993838",12320,"not active",
-5.6267042,"PV-003423287162",12321,"not active",938
-5.626636,"PV-004046258507",12322,"not active",
-5.6264634,"PV-009935937176",12323,"not active",
-5.6264329,"PV-003961171024",12324,"not active",
-5.6264038,"PV-009257955453",12325,"not active",
-5.6262841,"PV-003027305121",12326,"not active",489
-5.626184,"PV-009489311881",12327,"not active",
-5.625412,"PV-006290130160",12330,"not active",504
-5.6250744,"PV-005032982056",12331,"not active",
-5.6247592,"PV-009266132667",12333,"not active",
-5.6244183,"PV-010088015341",12335,"not active",
-5.6243253,"PV-007660952515",12336,"not active",
-5.623909,"PV-009133793263",12337,"not active",
-5.623579,"PV-005978173618",12338,"not active",
-5.6235299,"PV-003947270025",12339,"not active",
-5.6234064,"PV-000480921550",12340,"not active",
-5.6233821,"PV-008516728625",12341,"not active",846
-5.6232696,"PV-009163102193",12343,"not active",
-5.6227169,"PV-009607991648",12344,"not active",
-5.6226134,"PV-002315357233",12345,"not active",
-5.6223426,"PV-004866235512",12347,"not active",
-5.622045,"PV-005045173298",12348,"not active",1095
-5.6218109,"PV-004833119516",12349,"not active",
-5.6211877,"PV-003709924707",12350,"not active",
-5.6210828,"PV-007889378062",12351,"not active",
-5.6204357,"PV-006492089073",12352,"not active",
-5.6204267,"PV-007441607827",12353,"not active",
-5.6203671,"PV-009823551002",12354,"not active",
-5.620295,"PV-003442550323",12355,"not active",1002
-5.6202636,"PV-009309527781",12356,"not active",
-5.6200767,"PV-000528884180",12358,"not active",
-5.6200428,"PV-007256015750",12359,"not active",
-5.619854,"PV-003587271249",12360,"not active",
-5.6197925,"PV-009935497340",12361,"not active",1249
-5.6197467,"PV-008468707939",12362,"not active",
-5.6197109,"PV-005435534855",12363,"not active",
-5.6196852,"PV-006206750599",12364,"not active",
-5.6196175,"PV-007346796630",12365,"not active",
-5.619338,"PV-000389839052",12366,"not active",
-5.619175,"PV-005551065240",12368,"not active",
-5.6191678,"PV-007362253651",12369,"not active",
-5.6190619,"PV-006845324449",12370,"not active",829
-5.6190372,"PV-006821138578",12371,"not active",640
-5.6189966,"PV-009444499303",12372,"not active",1332
-5.6188393,"PV-003541936906",12373,"not active",
-5.6187568,"PV-007117798203",12374,"not active",
-5.6187406,"PV-008025816937",12375,"not active",
-5.6186843,"PV-008374535546",12376,"not active",
-5.6186476,"PV-002794502783",12377,"not active",
-5.6185126,"PV-004060153954",12378,"not active",
-5.6182208,"PV-006688569956",12379,"not active",
-5.6181645,"PV-006730822576",12380,"not active",
-5.6180611,"PV-010085122829",12381,"not active",
-5.6179113,"PV-002868703814",12382,"not active",
-5.6178913,"PV-003567228763",12383,"not active",
-5.6178322,"PV-005473979375",12384,"not active",
-5.6175027,"PV-000348442230",12385,"not active",
-5.6174707,"PV-008943832189",12386,"not active",
-5.6173759,"PV-005287219607",12387,"not active",1447
-5.6173196,"PV-008810215289",12388,"not active",
-5.6172915,"PV-004531105102",12389,"not active",
-5.6172714,"PV-007986656467",12390,"not active",749
-5.6172581,"PV-009400835788",12391,"not active",
-5.6168923,"PV-007304302322",12393,"not active",
-5.6167283,"PV-006139297863",12395,"not active",
-5.6164632,"PV-009348530832",12396,"not active",1190
-5.6159678,"PV-006482181931",12397,"not active",
-5.615787,"PV-004089651964",12398,"not active",
-5.6156535,"PV-004509703805",12399,"not active",
-5.6153779,"PV-009734515956",12400,"not active",
-5.6153631,"PV-005313890227",12401,"not active",
-5.6153035,"PV-007716645945",12402,"not active",773
-5.6152134,"PV-002707426364",12403,"not active",
-5.6150413,"PV-004672240862",12405,"not active",822
-5.6148486,"PV-006412619127",12406,"not active",
-5.6145716,"PV-007543689922",12407,"not active",
-5.6145301,"PV-007242347079",12408,"not active",
-5.6143675,"PV-005006229441",12410,"not active",
-5.6141186,"PV-004262732597",12411,"not active",
-5.6138353,"PV-002503485706",12412,"not active",
-5.6136456,"PV-005819304606",12414,"not active",
-5.6136441,"PV-009530790981",12415,"not active",
-5.6134815,"PV-007128481939",12417,"not active",
-5.613338,"PV-003279516239",12418,"not active",500
-5.6131163,"PV-009544975798",12419,"not active",
-5.6130109,"PV-001223337295",12420,"not active",
-5.6126332,"PV-009139839718",12422,"not active",
-5.6123962,"PV-005901673572",12424,"not active",
-5.6123633,"PV-009980837638",12425,"not active",
-5.6122403,"PV-006377748313",12426,"not active",
-5.6121216,"PV-008020091345",12429,"not active",
-5.6119323,"PV-004167882504",12430,"not active",
-5.6118422,"PV-006759903971",12431,"not active",1906
-5.6115756,"PV-008553693730",12432,"not active",1547
-5.6115627,"PV-005055876585",12433,"not active",
-5.6112289,"PV-003211102971",12435,"not active",
-5.6110363,"PV-005573530954",12438,"not active",
-5.6110363,"PV-004350670166",12439,"not active",
-5.6108675,"PV-002416224841",12441,"not active",
-5.6108642,"PV-006308332830",12442,"not active",
-5.6106148,"PV-009582484536",12444,"not active",
-5.6106,"PV-003954667828",12445,"not active",
-5.610538,"PV-007838679665",12446,"not active",
-5.6105313,"PV-010025458004",12447,"not active",
-5.6105309,"PV-009228875368",12448,"not active",
-5.6100883,"PV-004895378269",12449,"not active",
-5.6100264,"PV-007594296570",12450,"not active",
-5.6099591,"PV-004000499727",12451,"not active",974
-5.6099138,"PV-010069186785",12452,"not active",
-5.6097212,"PV-007754741686",12453,"not active",
-5.6096535,"PV-008276148355",12455,"not active",
-5.609436,"PV-006334536035",12456,"not active",
-5.6093254,"PV-007635966027",12459,"not active",
-5.6090851,"PV-002759067777",12460,"not active",114
-5.6090331,"PV-001736555789",12461,"not active",
-5.6089773,"PV-007642172435",12462,"not active",
-5.6087694,"PV-006234894644",12464,"not active",
-5.6087227,"PV-002568684366",12465,"not active",
-5.6086416,"PV-001473900264",12466,"not active",881
-5.6085401,"PV-010075675744",12467,"not active",
-5.6084471,"PV-007225035520",12468,"not active",
-5.6083703,"PV-003337649475",12469,"not active",1870
-5.6082425,"PV-000516324744",12470,"not active",
-5.6076379,"PV-007000992080",12472,"not active",1746
-5.6075759,"PV-006442872486",12473,"not active",
-5.6071038,"PV-009928614530",12477,"not active",
-5.6069055,"PV-006775870109",12478,"not active",
-5.6068907,"PV-006005767182",12479,"not active",
-5.6067362,"PV-005188981583",12480,"not active",838
-5.6065164,"PV-010050858101",12481,"not active",
-5.6063066,"PV-001252134371",12482,"not active",
-5.6058307,"PV-003969673889",12485,"not active",
-5.6058192,"PV-006923319235",12486,"not active",
-5.6056314,"PV-004940736259",12487,"not active",
-5.6052899,"PV-005109050001",12488,"not active",
-5.6052027,"PV-004012598643",12489,"not active",
-5.6048989,"PV-008228933286",12491,"not active",1923
-5.6047869,"PV-009011487838",12492,"not active",
-5.6047797,"PV-008025617350",12493,"not active",
-5.6045103,"PV-005696845661",12495,"not active",
-5.6045098,"PV-005789100445",12496,"not active",
-5.6042981,"PV-003524410395",12500,"not active",
-5.6042795,"PV-003522615295",12501,"not active",
-5.6040931,"PV-005797627132",12502,"not active",
-5.6040654,"PV-008741044014",12503,"not active",
-5.6040311,"PV-010020847498",12504,"not active",
-5.6038122,"PV-008523835984",12505,"not active",
-5.6037569,"PV-006599402580",12507,"not active",
-5.6036363,"PV-005994041518",12509,"not active",
-5.603447,"PV-005178795082",12510,"not active",1892
-5.6033916,"PV-009598199884",12511,"not active",
-5.6030903,"PV-002805754686",12512,"not active",
-5.6030712,"PV-007501576239",12513,"not active",
-5.6030521,"PV-009628889510",12514,"not active",1175
-5.6030464,"PV-006370410184",12515,"not active",
-5.6019211,"PV-002285573561",12518,"not active",
-5.6014743,"PV-007007580910",12520,"not active",
-5.6014266,"PV-004418987289",12522,"not active",
-5.601357,"PV-008842966446",12523,"not active",
-5.6013522,"PV-005949390151",12524,"not active",1614
-5.6011171,"PV-003942056595",12526,"not active",
-5.6009746,"PV-000249021407",12527,"not active",
-5.600831,"PV-009138339688",12528,"not active",
-5.6002192,"PV-004192388858",12530,"not active",
-5.5993867,"PV-004167751449",12534,"not active",
-5.5993519,"PV-009859386476",12535,"not active",
-5.5992966,"PV-005874974735",12536,"not active",
-5.5992851,"PV-008131288867",12537,"not active",
-5.5991564,"PV-009629478081",12538,"not active",
-5.5990858,"PV-003357507240",12539,"not active",708
-5.5990605,"PV-009196539598",12540,"not active",
-5.5990224,"PV-003417585018",12541,"not active",
-5.5990176,"PV-010071451751",12542,"not active",
-5.5989389,"PV-007035088569",12543,"not active",
-5.5988531,"PV-003175295512",12544,"not active",
-5.5988088,"PV-005418877444",12545,"not active",
-5.5985813,"PV-004724393432",12547,"not active",
-5.5985518,"PV-009434202373",12548,"not active",
-5.5984244,"PV-002816730944",12549,"not active",
-5.5982442,"PV-001415910274",12550,"not active",
-5.5980177,"PV-009418888742",12551,"not active",
-5.5977607,"PV-005833709109",12552,"not active",
-5.5975895,"PV-006884481129",12554,"not active",
-5.5975385,"PV-009766270671",12555,"not active",
-5.5973244,"PV-004183157851",12557,"not active",
-5.5971856,"PV-010011187342",12558,"not active",
-5.5971727,"PV-005925511112",12559,"not active",
-5.5970874,"PV-004006443818",12560,"not active",
-5.5968909,"PV-004866038446",12561,"not active",
-5.5968738,"PV-009094839397",12562,"not active",
-5.596653,"PV-006117840355",12565,"not active",
-5.5965629,"PV-005961789133",12566,"not active",
-5.5963454,"PV-009970510616",12567,"not active",560
-5.5963192,"PV-005212474738",12568,"not active",
-5.5963058,"PV-002792060616",12569,"not active",1247
-5.5962873,"PV-002136943912",12570,"not active",
-5.5961623,"PV-002233942669",12571,"not active",
-5.5958757,"PV-005325696327",12574,"not active",1047
-5.5958443,"PV-009912061178",12575,"not active",
-5.5956898,"PV-003301342596",12576,"not active",1634
-5.5956283,"PV-005557101501",12577,"not active",
-5.5953603,"PV-005639427550",12578,"not active",
-5.5951581,"PV-002951308891",12579,"not active",
-5.5951118,"PV-007397595737",12580,"not active",
-5.5950823,"PV-002473351917",12581,"not active",
-5.5949764,"PV-009161982877",12582,"not active",
-5.5947671,"PV-006730845444",12584,"not active",
-5.5946126,"PV-003905478738",12586,"not active",
-5.5945539,"PV-007599491052",12587,"not active",1883
-5.5944676,"PV-002711988276",12588,"not active",
-5.5942469,"PV-008024564478",12591,"not active",
-5.5941544,"PV-002839314435",12592,"not active",
-5.5937343,"PV-009355712674",12595,"not active",
-5.5937152,"PV-001645174078",12596,"not active",1964
-5.5935898,"PV-006676517687",12597,"not active",
-5.5934811,"PV-007601740245",12599,"not active",
-5.5933414,"PV-003298096809",12601,"not active",570
-5.5933313,"PV-003864541734",12602,"not active",
-5.5933304,"PV-003179045447",12603,"not active",
-5.593246,"PV-006482899684",12604,"not active",
-5.5932107,"PV-007020469816",12605,"not active",912
-5.5929146,"PV-003355374472",12606,"not active",
-5.5928431,"PV-003595480692",12607,"not active",1369
-5.5927353,"PV-004334533037",12608,"not active",1205
-5.592629,"PV-009204895319",12609,"not active",1216
-5.5925317,"PV-003643944179",12611,"not active",1146
-5.5924926,"PV-005711796169",12612,"not active",
-5.5924573,"PV-006018031213",12613,"not active",
-5.592423,"PV-008865329942",12614,"not active",
-5.5922718,"PV-003153689655",12616,"not active",
-5.5922194,"PV-005164162173",12617,"not active",
-5.5922141,"PV-006918495636",12618,"not active",
-5.5921359,"PV-003801601613",12619,"not active",
-5.5920963,"PV-009291717902",12620,"not active",
-5.5920806,"PV-008701357401",12621,"not active",
-5.5918984,"PV-004880103838",12622,"not active",
-5.5918074,"PV-001166668136",12623,"not active",
-5.5915995,"PV-006203237795",12624,"not active",
-5.5914111,"PV-002908806212",12625,"not active",
-5.5913515,"PV-002977305735",12626,"not active",
-5.5913472,"PV-009672231743",12627,"not active",349
-5.5910454,"PV-003950200260",12628,"not active",
-5.5910354,"PV-004199325318",12629,"not active",
-5.5907235,"PV-004281402246",12630,"not active",
-5.5906506,"PV-002864711218",12631,"not active",
-5.590508,"PV-008647993962",12632,"not active",
-5.5902619,"PV-007924728852",12633,"not active",
-5.5901875,"PV-005833995327",12634,"not active",
-5.5901532,"PV-006427620071",12635,"not active",
-5.5900021,"PV-006788096166",12636,"not active",1805
-5.5899849,"PV-007702130764",12637,"not active",1237
-5.5895286,"PV-004412951729",12638,"not active",
-5.5893302,"PV-002771948270",12640,"not active",
-5.5892935,"PV-004091976724",12641,"not active",
-5.5892015,"PV-009575399904",12642,"not active",
-5.5891194,"PV-008475977554",12643,"not active",
-5.5890756,"PV-009949302199",12644,"not active",
-5.5885601,"PV-003312354775",12646,"not active",
-5.5884795,"PV-009891406532",12647,"not active",
-5.5883837,"PV-007322343524",12648,"not active",
-5.5881867,"PV-002930475844",12650,"not active",
-5.588089,"PV-005285705110",12651,"not active",1111
-5.5880041,"PV-009055138645",12653,"not active",
-5.5878797,"PV-005937027915",12654,"not active",
-5.5877609,"PV-002221968502",12655,"not active",
