"ID","S","Rank","real"
"PV-006463277057",-6.4707904,1285,"not active"
"PV-003283794082",-6.4706392,1286,"not active"
"PV-004240932425",-6.4700503,1287,"not active"
"PV-006865191524",-6.4698958,1288,"not active"
"PV-001578582957",-6.4696574,1289,"not active"
"PV-003692172279",-6.4695153,1290,"not active"
"PV-009302142007",-6.4695144,1291,"not active"
"PV-003271592405",-6.469275,1292,"not active"
"PV-004047038541",-6.4689078,1293,"not active"
"PV-008864176962",-6.4688773,1294,"not active"
"PV-001281294421",-6.4683151,1295,"not active"
"PV-006618679344",-6.4682498,1296,"not active"
"PV-006226923500",-6.4680901,1297,"not active"
"PV-006045368422",-6.4679146,1298,"not active"
"PV-004279310284",-6.467258,1299,"not active"
"PV-007613299914",-6.4669642,1300,"not active"
"PV-005412399929",-6.4667377,1301,"not active"
"PV-007216282389",-6.4666138,1303,"not active"
"PV-008360264339",-6.4665136,1304,"not active"
"PV-003854035618",-6.466485,1305,"not active"
"PV-009120527982",-6.4661808,1306,"not active"
"PV-009282651423",-6.4660773,1307,"not active"
"PV-005699079102",-6.4659081,1308,"not active"
"PV-009633749421",-6.4657216,1309,"not active"
"PV-009785791167",-6.465713,1310,"not active"
"PV-009502759562",-6.4656725,1311,"not active"
"PV-004405560175",-6.4656658,1312,"not active"
"PV-005070690328",-6.4654808,1313,"not active"
"PV-009627737371",-6.4648504,1315,"not active"
"PV-007425451299",-6.4648094,1316,"not active"
"PV-007796304249",-6.4647942,1317,"not active"
"PV-007393929665",-6.4646268,1318,"not active"
"PV-000333865070",-6.4644837,1320,"not active"
"PV-008216424082",-6.4643693,1321,"not active"
"PV-009710750817",-6.4640193,1323,"not active"
"PV-007068535616",-6.463685,1324,"not active"
"PV-004022917823",-6.4635687,1325,"not active"
"PV-008597979676",-6.4634333,1326,"not active"
"PV-009756733817",-6.4633703,1327,"not active"
"PV-008968955788",-6.4632721,1328,"not active"
"PV-004189229224",-6.4630184,1329,"not active"
"PV-006691774697",-6.4628992,1330,"not active"
"PV-000530284908",-6.4627838,1331,"not active"
"PV-004321416748",-6.4627519,1332,"not active"
"PV-009327848277",-6.4626427,1333,"not active"
"PV-007833602833",-6.4625869,1334,"not active"
"PV-009602445682",-6.4625316,1335,"not active"
"PV-000430562251",-6.4625192,1336,"not active"
"PV-005915639324",-6.462431,1337,"not active"
"PV-006908156200",-6.4621329,1338,"not active"
"PV-004207845238",-6.4619761,1339,"not active"
"PV-009651511886",-6.4619155,1340,"not active"
"PV-009105959094",-6.4618793,1341,"not active"
"PV-009708332133",-6.4618392,1342,"not active"
"PV-007182831146",-6.4615312,1344,"not active"
"PV-003653542912",-6.4613338,1345,"not active"
"PV-006192438742",-6.4609833,1346,"not active"
"PV-006653397747",-6.4607677,1347,"not active"
"PV-009651296441",-6.4606748,1348,"not active"
"PV-008749450998",-6.4605598,1349,"not active"
"PV-007812213285",-6.4604321,1351,"not active"
"PV-006883663063",-6.4598603,1354,"not active"
"PV-002713898349",-6.4594831,1355,"not active"
"PV-008203477890",-6.4593062,1356,"not active"
"PV-009355059448",-6.4589605,1357,"not active"
"PV-000233569933",-6.4589138,1358,"not active"
"PV-003982090749",-6.4587598,1359,"not active"
"PV-010017639027",-6.4586468,1360,"not active"
"PV-000504075159",-6.4583631,1363,"not active"
"PV-006119130642",-6.4583602,1364,"not active"
"PV-007453638169",-6.4579949,1365,"not active"
"PV-005471855773",-6.4579568,1366,"not active"
"PV-009557324249",-6.4579515,1367,"not active"
"PV-001560002672",-6.4577694,1368,"not active"
"PV-002392834900",-6.4575176,1370,"not active"
"PV-003912103972",-6.4573774,1371,"not active"
"PV-005655462760",-6.4573584,1372,"not active"
"PV-005751223672",-6.4569707,1374,"not active"
"PV-006685966646",-6.4568806,1375,"not active"
"PV-002892085327",-6.4565964,1377,"not active"
"PV-007627186881",-6.4564595,1378,"not active"
"PV-003945281265",-6.4564404,1379,"not active"
"PV-007516527124",-6.4562626,1380,"not active"
"PV-008734985512",-6.4562311,1381,"not active"
"PV-008509629330",-6.4554458,1382,"not active"
"PV-004377487178",-6.4554205,1383,"not active"
"PV-009819676661",-6.4553947,1384,"not active"
"PV-004988679803",-6.455071,1385,"not active"
"PV-005974663467",-6.4547572,1386,"not active"
"PV-005853325643",-6.4547124,1387,"not active"
"PV-009973347768",-6.4545627,1388,"not active"
"PV-008499954076",-6.4543614,1390,"not active"
"PV-007467933704",-6.4543009,1391,"not active"
"PV-006717202569",-6.4542909,1392,"not active"
"PV-006877593962",-6.4541206,1393,"not active"
"PV-005733560565",-6.4539509,1394,"not active"
"PV-005068791617",-6.4538488,1395,"not active"
"PV-009792505791",-6.4537396,1396,"not active"
"PV-004681008352",-6.4537215,1397,"not active"
"PV-002854518514",-6.4535942,1398,"not active"
"PV-007279046036",-6.4534588,1399,"not active"
"PV-008781233959",-6.4534316,1400,"not active"
"PV-005556583786",-6.4531732,1401,"not active"
"PV-009006330203",-6.4527669,1402,"not active"
"PV-008318599274",-6.4526501,1403,"not active"
"PV-009885296288",-6.452549,1405,"not active"
"PV-006385850240",-6.4524741,1406,"not active"
"PV-009145479614",-6.4524369,1407,"not active"
"PV-005222820953",-6.4523673,1408,"not active"
"PV-006110668103",-6.4520016,1409,"not active"
"PV-010040280243",-6.4518929,1410,"not active"
"PV-009361895384",-6.4516983,1412,"not active"
"PV-005897997097",-6.4511514,1413,"not active"
"PV-005110013216",-6.4510918,1414,"not active"
"PV-009975331278",-6.4510746,1415,"not active"
"PV-005598569890",-6.4510026,1416,"not active"
"PV-009583223826",-6.450932,1417,"not active"
"PV-009739493254",-6.4508491,1418,"not active"
"PV-001342295917",-6.4507351,1419,"not active"
"PV-008931568663",-6.4507275,1420,"not active"
"PV-009719427298",-6.450696,1421,"not active"
"PV-003149480275",-6.4506154,1422,"not active"
"PV-009774742779",-6.4503331,1423,"not active"
"PV-003548811971",-6.450294,1424,"not active"
"PV-009568445351",-6.4501395,1426,"not active"
"PV-006815253795",-6.4500408,1427,"not active"
"PV-007355278538",-6.4499502,1428,"not active"
"PV-009539750650",-6.4498534,1429,"not active"
"PV-006417435183",-6.4495258,1431,"not active"
"PV-005759881019",-6.4493265,1432,"not active"
"PV-009969979507",-6.4492888,1433,"not active"
"PV-008837043666",-6.4490623,1434,"not active"
"PV-008438420081",-6.4487572,1435,"not active"
"PV-004628177612",-6.4486465,1436,"not active"
"PV-006485802235",-6.4485984,1437,"not active"
"PV-008563503866",-6.4484792,1438,"not active"
"PV-004989092958",-6.4483986,1439,"not active"
"PV-006730780327",-6.4482522,1440,"not active"
"PV-008547544294",-6.4479609,1442,"not active"
"PV-008892946416",-6.4479566,1443,"not active"
"PV-007800779120",-6.4477038,1444,"not active"
"PV-008590887605",-6.4476385,1445,"not active"
"PV-000458478344",-6.4476309,1446,"not active"
"PV-004022865350",-6.4475222,1447,"not active"
"PV-006822380518",-6.4474802,1448,"not active"
"PV-006567979969",-6.4470272,1450,"not active"
"PV-004052318020",-6.4468188,1451,"not active"
"PV-003497402522",-6.4466949,1452,"not active"
"PV-009417460034",-6.4465785,1453,"not active"
"PV-008324017276",-6.4465709,1454,"not active"
"PV-007651711953",-6.446466,1455,"not active"
"PV-009279958540",-6.4464402,1456,"not active"
"PV-007137165578",-6.4464064,1458,"not active"
"PV-004450554046",-6.4461675,1459,"not active"
"PV-005248684915",-6.4459243,1460,"not active"
"PV-008913027524",-6.445847,1461,"not active"
"PV-002929951970",-6.4457793,1462,"not active"
"PV-009379294144",-6.4454041,1463,"not active"
"PV-004432847026",-6.445096,1464,"not active"
"PV-005935215120",-6.445055,1465,"not active"
"PV-009106411134",-6.4449534,1466,"not active"
"PV-005830778300",-6.4447107,1467,"not active"
"PV-004677090333",-6.4446092,1468,"not active"
"PV-001675229603",-6.4446049,1469,"not active"
"PV-007701918723",-6.4442,1470,"not active"
"PV-007367251473",-6.44418,1471,"not active"
"PV-004381674908",-6.4441791,1472,"not active"
"PV-009328534373",-6.4440346,1473,"not active"
"PV-009827728503",-6.4439969,1474,"not active"
"PV-003928265478",-6.4439487,1475,"not active"
"PV-005266866758",-6.4439173,1476,"not active"
"PV-009656475945",-6.4437852,1477,"not active"
"PV-002747617152",-6.4436574,1479,"not active"
"PV-008525751525",-6.443614,1480,"not active"
"PV-005033028833",-6.4435959,1481,"not active"
"PV-008777626988",-6.4431667,1483,"not active"
"PV-008264862880",-6.442893,1484,"not active"
"PV-003581396467",-6.4428277,1485,"not active"
"PV-006662840675",-6.4425702,1486,"not active"
"PV-008741675116",-6.4425583,1487,"not active"
"PV-008599163516",-6.4423733,1488,"not active"
"PV-006241455247",-6.4421,1490,"not active"
"PV-008302498566",-6.4420877,1491,"not active"
"PV-009968333034",-6.4420838,1492,"not active"
"PV-008675992310",-6.4418936,1493,"not active"
"PV-005208562333",-6.441885,1494,"not active"
"PV-006353839533",-6.4412627,1497,"not active"
"PV-004577125130",-6.4412136,1498,"not active"
"PV-007309514602",-6.4412036,1499,"not active"
"PV-003527658835",-6.4410911,1501,"not active"
"PV-003436065742",-6.440969,1503,"not active"
"PV-010011579597",-6.4407468,1504,"not active"
"PV-004233802073",-6.4406352,1505,"not active"
"PV-004641343987",-6.4406304,1506,"not active"
"PV-005700002577",-6.4405136,1507,"not active"
"PV-008432753145",-6.4405107,1508,"not active"
"PV-006320844750",-6.4404902,1509,"not active"
"PV-007078048494",-6.4404674,1510,"not active"
"PV-008788359856",-6.4403,1511,"not active"
"PV-002139315276",-6.4400887,1512,"not active"
"PV-009607453687",-6.4400697,1513,"not active"
"PV-008067306278",-6.4400077,1514,"not active"
"PV-010105096266",-6.4398994,1515,"not active"
"PV-007479477023",-6.4395766,1516,"not active"
"PV-005191756552",-6.4391046,1517,"not active"
"PV-005880381759",-6.4390922,1518,"not active"
"PV-009787789097",-6.438921,1519,"not active"
"PV-007258577793",-6.4387965,1520,"not active"
"PV-004745218170",-6.4385643,1521,"not active"
"PV-002825157370",-6.4384604,1522,"not active"
"PV-005327986200",-6.4382424,1523,"not active"
"PV-004827458866",-6.4380794,1524,"not active"
"PV-004589912345",-6.4378753,1525,"not active"
"PV-006363752220",-6.4376426,1527,"not active"
"PV-009338603569",-6.4376035,1528,"not active"
"PV-009472300008",-6.4375014,1529,"not active"
"PV-005435117116",-6.4374704,1530,"not active"
"PV-009344429727",-6.4370871,1531,"not active"
"PV-009652189975",-6.4369807,1532,"not active"
"PV-004945400312",-6.4368758,1533,"not active"
"PV-005545091218",-6.436348,1534,"not active"
"PV-008486059926",-6.4363208,1535,"not active"
"PV-009474363547",-6.4362631,1536,"not active"
"PV-009960952085",-6.4360776,1537,"not active"
"PV-005267042741",-6.4358792,1538,"not active"
"PV-006127397311",-6.4353023,1539,"not active"
"PV-006265506491",-6.4352994,1540,"not active"
"PV-006027687022",-6.4352865,1541,"not active"
"PV-006101826653",-6.4352565,1542,"not active"
"PV-009580849141",-6.4351044,1544,"not active"
"PV-006026092327",-6.4349675,1545,"not active"
"PV-006414296236",-6.4348102,1547,"not active"
"PV-009989425720",-6.434732,1548,"not active"
"PV-005051111684",-6.4342365,1549,"not active"
"PV-005271797207",-6.4342079,1550,"not active"
"PV-001454684999",-6.4341636,1551,"not active"
"PV-000495734779",-6.4341402,1552,"not active"
"PV-009488106920",-6.4340096,1553,"not active"
"PV-005242377200",-6.4339571,1554,"not active"
"PV-008143623474",-6.4338083,1556,"not active"
"PV-005983390993",-6.4336863,1557,"not active"
"PV-006160473235",-6.4335814,1558,"not active"
"PV-003059278119",-6.4335618,1559,"not active"
"PV-008310021268",-6.4334583,1560,"not active"
"PV-010004302755",-6.4333987,1561,"not active"
"PV-007154525003",-6.4333744,1562,"not active"
"PV-004295712965",-6.4333262,1563,"not active"
"PV-007829763302",-6.4333172,1564,"not active"
"PV-000579639274",-6.4332471,1565,"not active"
"PV-008929322276",-6.4328918,1567,"not active"
"PV-005497661184",-6.4328341,1568,"not active"
"PV-006048595477",-6.4328327,1569,"not active"
"PV-008376854470",-6.4328232,1570,"not active"
"PV-003899075341",-6.4326243,1573,"not active"
"PV-004301055753",-6.4324164,1574,"not active"
"PV-006516839995",-6.4323139,1575,"not active"
"PV-009051029834",-6.4319224,1576,"not active"
"PV-009553759984",-6.4315343,1577,"not active"
"PV-005887340055",-6.431427,1578,"not active"
"PV-009489012932",-6.4314036,1579,"not active"
"PV-006240686108",-6.4312882,1580,"not active"
"PV-009566727751",-6.4312682,1581,"not active"
"PV-004391214055",-6.4311829,1582,"not active"
"PV-009102266349",-6.4310503,1583,"not active"
"PV-009441924855",-6.4309578,1584,"not active"
"PV-009142433706",-6.4306693,1585,"not active"
"PV-006689263885",-6.4306369,1586,"not active"
"PV-004447741315",-6.4298263,1587,"not active"
"PV-005567330203",-6.4297247,1588,"not active"
"PV-009184251547",-6.4294424,1589,"not active"
"PV-009245997897",-6.4294195,1590,"not active"
"PV-006001254876",-6.4291368,1591,"not active"
"PV-009336060759",-6.428791,1592,"not active"
"PV-001548618504",-6.4287496,1593,"not active"
"PV-008773440655",-6.4287071,1594,"not active"
"PV-005591642552",-6.4285831,1595,"not active"
"PV-005712139455",-6.4283123,1596,"not active"
"PV-009211885873",-6.427916,1597,"not active"
"PV-008045425299",-6.4277945,1598,"not active"
"PV-006011820418",-6.427742,1599,"not active"
"PV-005618934192",-6.4277072,1600,"not active"
"PV-004695140570",-6.4276929,1601,"not active"
"PV-004988523016",-6.4268909,1604,"not active"
"PV-008052558437",-6.4268856,1605,"not active"
"PV-007244707021",-6.4268198,1606,"not active"
"PV-008417597343",-6.4268126,1607,"not active"
"PV-006892089650",-6.4267354,1608,"not active"
"PV-005141628579",-6.4265432,1609,"not active"
"PV-006251476758",-6.4264302,1610,"not active"
"PV-008570047652",-6.4262476,1611,"not active"
"PV-005543761829",-6.4262304,1612,"not active"
"PV-008974677906",-6.4262195,1613,"not active"
"PV-006855795746",-6.426209,1614,"not active"
"PV-004107270914",-6.4261913,1615,"not active"
"PV-004999480177",-6.4261179,1616,"not active"
"PV-004615583789",-6.4259286,1618,"not active"
"PV-009279337807",-6.4258461,1619,"not active"
"PV-004102317412",-6.4257731,1620,"not active"
"PV-006692279596",-6.4255042,1621,"not active"
"PV-005676405274",-6.4253774,1623,"not active"
"PV-007380701122",-6.4251938,1624,"not active"
"PV-006375511093",-6.4250932,1625,"not active"
"PV-008335278848",-6.4249873,1626,"not active"
"PV-006661841671",-6.4248447,1627,"not active"
"PV-008602325144",-6.4246912,1628,"not active"
"PV-009651494024",-6.4246655,1629,"not active"
"PV-003445356794",-6.4241128,1631,"not active"
"PV-009901009892",-6.4240999,1632,"not active"
"PV-004249532850",-6.4240875,1633,"not active"
"PV-007710463806",-6.4240775,1634,"not active"
"PV-006590749034",-6.4239988,1635,"not active"
"PV-008920403076",-6.423646,1636,"not active"
"PV-005384041530",-6.4234591,1637,"not active"
"PV-003988696923",-6.423378,1638,"not active"
"PV-010054223555",-6.4232445,1639,"not active"
"PV-009599745163",-6.4231968,1640,"not active"
"PV-007641699292",-6.4231367,1641,"not active"
"PV-004646935306",-6.4230504,1642,"not active"
"PV-005651153091",-6.4230499,1643,"not active"
"PV-004579470507",-6.4225907,1645,"not active"
"PV-009727701368",-6.422514,1646,"not active"
"PV-004163159133",-6.4223604,1648,"not active"
"PV-007525559038",-6.422133,1649,"not active"
"PV-004661703236",-6.4219232,1650,"not active"
"PV-005368718078",-6.4218001,1651,"not active"
"PV-003522020954",-6.4215522,1653,"not active"
"PV-003927605140",-6.4211941,1655,"not active"
"PV-005611962377",-6.420404,1657,"not active"
"PV-009613907117",-6.4199743,1658,"not active"
"PV-006250892538",-6.4198365,1659,"not active"
"PV-007646023354",-6.4197626,1660,"not active"
"PV-001382545060",-6.4193978,1661,"not active"
"PV-007039212063",-6.4193425,1662,"not active"
"PV-004604626210",-6.4187212,1663,"not active"
"PV-009758536730",-6.4185309,1664,"not active"
"PV-005303964684",-6.4185023,1665,"not active"
"PV-000294774484",-6.4183412,1666,"not active"
"PV-005385889771",-6.4179754,1668,"not active"
"PV-009570278318",-6.4179268,1669,"not active"
"PV-007880195598",-6.4175467,1671,"not active"
"PV-005958167624",-6.4174933,1672,"not active"
"PV-004396809487",-6.4173083,1674,"not active"
"PV-006989952967",-6.4170418,1675,"not active"
"PV-009785639385",-6.4170127,1676,"not active"
"PV-005162600374",-6.4169688,1677,"not active"
"PV-009423081298",-6.4168477,1678,"not active"
"PV-004023098276",-6.416728,1679,"not active"
"PV-005063824580",-6.4166756,1680,"not active"
"PV-004612834683",-6.4166398,1681,"not active"
"PV-001363526593",-6.416513,1682,"not active"
"PV-005092335898",-6.4161811,1684,"not active"
"PV-004871776014",-6.4161749,1685,"not active"
"PV-009302459312",-6.4161696,1686,"not active"
"PV-000332054792",-6.4159555,1687,"not active"
"PV-008681308271",-6.4158535,1688,"not active"
"PV-006915457340",-6.4155588,1690,"not active"
"PV-007401293282",-6.4155154,1691,"not active"
"PV-009731868364",-6.4150019,1692,"not active"
"PV-009401416730",-6.4148283,1693,"not active"
"PV-004370786414",-6.4147682,1694,"not active"
"PV-004065362573",-6.4146643,1695,"not active"
"PV-010032506765",-6.414659,1696,"not active"
"PV-008786728916",-6.4146152,1697,"not active"
"PV-008400279463",-6.4144053,1699,"not active"
"PV-001672489752",-6.4139471,1700,"not active"
"PV-004116693007",-6.4139371,1701,"not active"
"PV-003062786120",-6.4138627,1702,"not active"
"PV-003466028710",-6.4137578,1703,"not active"
"PV-005874852866",-6.4136448,1704,"not active"
"PV-009597186650",-6.4136291,1705,"not active"
"PV-009346749744",-6.4135842,1706,"not active"
"PV-004693757218",-6.4134889,1707,"not active"
"PV-007940316527",-6.4134092,1708,"not active"
"PV-009537435889",-6.4133272,1709,"not active"
"PV-001632914399",-6.4131718,1710,"not active"
"PV-005845696318",-6.4129782,1712,"not active"
"PV-000490939405",-6.412466,1713,"not active"
"PV-008798372665",-6.4122391,1715,"not active"
"PV-009283208147",-6.4121799,1716,"not active"
"PV-010013198278",-6.4119639,1717,"not active"
"PV-009880133951",-6.4110208,1719,"not active"
"PV-009441906236",-6.4109192,1720,"not active"
"PV-006766826728",-6.4107604,1721,"not active"
"PV-005203365192",-6.4106236,1722,"not active"
"PV-007339194212",-6.4106188,1723,"not active"
"PV-004909582427",-6.4102759,1724,"not active"
"PV-008429179355",-6.4101853,1725,"not active"
"PV-001734575910",-6.4101319,1726,"not active"
"PV-004510464148",-6.4099598,1728,"not active"
"PV-009917172657",-6.4099565,1729,"not active"
"PV-007227817385",-6.4099026,1730,"not active"
"PV-009017706483",-6.4098701,1731,"not active"
"PV-006727772523",-6.4098201,1732,"not active"
"PV-009845242238",-6.4097795,1733,"not active"
"PV-008745688784",-6.4096508,1734,"not active"
"PV-006153351585",-6.4093356,1735,"not active"
"PV-006528582767",-6.4091239,1737,"not active"
"PV-009040601261",-6.4091153,1738,"not active"
"PV-009133481850",-6.4090471,1739,"not active"
"PV-004918553254",-6.408906,1740,"not active"
"PV-009099966083",-6.408783,1741,"not active"
"PV-008718335208",-6.4087596,1742,"not active"
"PV-009228260884",-6.4087543,1743,"not active"
"PV-004457674617",-6.4085574,1744,"not active"
"PV-005824567666",-6.4084039,1745,"not active"
"PV-005906345804",-6.408361,1746,"not active"
"PV-005079704868",-6.408289,1747,"not active"
"PV-009312462636",-6.4082599,1748,"not active"
"PV-004533428464",-6.4080119,1749,"not active"
"PV-006555446622",-6.4079142,1750,"not active"
"PV-008934080078",-6.4077768,1751,"not active"
"PV-006036352399",-6.4077296,1752,"not active"
"PV-006194334677",-6.4076729,1753,"not active"
"PV-003350932630",-6.4072504,1755,"not active"
"PV-006553389796",-6.4068608,1756,"not active"
"PV-010088109050",-6.4068575,1757,"not active"
"PV-009196295891",-6.4065866,1758,"not active"
"PV-003530740938",-6.406507,1759,"not active"
"PV-005571413526",-6.4064012,1760,"not active"
"PV-004996530278",-6.4062042,1761,"not active"
"PV-004133613675",-6.4059334,1762,"not active"
"PV-004546902107",-6.4058661,1763,"not active"
"PV-009428284186",-6.4057698,1764,"not active"
"PV-006395097021",-6.4055433,1765,"not active"
"PV-009147857459",-6.4052248,1766,"not active"
"PV-009797220362",-6.4052243,1767,"not active"
"PV-007464218196",-6.4051991,1768,"not active"
"PV-004471796755",-6.4050832,1770,"not active"
"PV-009045773818",-6.4049568,1772,"not active"
"PV-007064457598",-6.404922,1773,"not active"
"PV-007507957969",-6.4045944,1775,"not active"
"PV-008471320023",-6.4044275,1776,"not active"
"PV-009314116732",-6.4042835,1777,"not active"
"PV-009133075563",-6.4041443,1778,"not active"
"PV-008949386695",-6.4040852,1779,"not active"
"PV-003441721866",-6.4038391,1780,"not active"
"PV-001578316406",-6.403749,1781,"not active"
"PV-002993126649",-6.4034028,1782,"not active"
"PV-004652595844",-6.4033432,1783,"not active"
"PV-008185212951",-6.4030504,1784,"not active"
"PV-004747569867",-6.4029918,1785,"not active"
"PV-009060947876",-6.4029036,1787,"not active"
"PV-006778615712",-6.4026456,1788,"not active"
"PV-005504568099",-6.4021349,1789,"not active"
"PV-002165206785",-6.4020514,1790,"not active"
"PV-007174233740",-6.4017344,1791,"not active"
"PV-004582922137",-6.4016004,1792,"not active"
"PV-006396131019",-6.4015336,1793,"not active"
"PV-009398276823",-6.4015088,1794,"not active"
"PV-007081597820",-6.4013877,1795,"not active"
"PV-009726162033",-6.4012136,1796,"not active"
"PV-003201999446",-6.4011383,1797,"not active"
"PV-009386603600",-6.4011269,1798,"not active"
"PV-006098552009",-6.4010553,1799,"not active"
"PV-005789671296",-6.4010363,1800,"not active"
"PV-005159762636",-6.4010286,1801,"not active"
"PV-005211919115",-6.4009795,1802,"not active"
"PV-005864573812",-6.4009285,1803,"not active"
"PV-009585479900",-6.4009147,1804,"not active"
"PV-004200658964",-6.400846,1805,"not active"
"PV-009859914278",-6.4006553,1806,"not active"
"PV-005233281043",-6.4004173,1808,"not active"
"PV-008242398792",-6.4002428,1809,"not active"
"PV-006867757831",-6.4002099,1810,"not active"
"PV-004623131742",-6.3999333,1812,"not active"
"PV-009253227751",-6.399889,1813,"not active"
"PV-006305258279",-6.3998213,1814,"not active"
"PV-007285408270",-6.3998165,1815,"not active"
"PV-003527515288",-6.3996925,1816,"not active"
"PV-009918339972",-6.3996024,1817,"not active"
"PV-009927431983",-6.3992591,1819,"not active"
"PV-002890878494",-6.3992162,1821,"not active"
"PV-009325022042",-6.3991804,1822,"not active"
"PV-006409628124",-6.399147,1823,"not active"
"PV-007185234533",-6.3990231,1824,"not active"
"PV-006455529692",-6.3990073,1825,"not active"
"PV-004757627277",-6.3990011,1826,"not active"
"PV-003244745080",-6.3986435,1827,"not active"
"PV-009677275548",-6.3984451,1828,"not active"
"PV-000416571897",-6.3983068,1829,"not active"
"PV-008522617898",-6.3980961,1831,"not active"
"PV-009239739411",-6.3979788,1832,"not active"
"PV-005904377245",-6.3979483,1833,"not active"
"PV-007053821378",-6.3978362,1834,"not active"
"PV-003325009478",-6.3977656,1835,"not active"
"PV-008252316187",-6.3976903,1836,"not active"
"PV-010047816075",-6.3976836,1837,"not active"
"PV-009729855452",-6.3976126,1838,"not active"
"PV-008165085556",-6.3975821,1839,"not active"
"PV-005918169886",-6.3974357,1841,"not active"
"PV-009257028675",-6.3973923,1842,"not active"
"PV-007507824988",-6.397243,1844,"not active"
"PV-006676144436",-6.3969769,1845,"not active"
"PV-002900130265",-6.3969712,1846,"not active"
"PV-003074895373",-6.3967047,1848,"not active"
"PV-008667202287",-6.3965507,1849,"not active"
"PV-009524429396",-6.3963618,1850,"not active"
"PV-004259306706",-6.3961625,1851,"not active"
"PV-004043194324",-6.3959951,1852,"not active"
"PV-004387849788",-6.3958688,1853,"not active"
"PV-006575542049",-6.3958611,1854,"not active"
"PV-009940103593",-6.3957534,1855,"not active"
"PV-004328215160",-6.3956556,1856,"not active"
"PV-009285666217",-6.3952184,1857,"not active"
"PV-010041742846",-6.3950219,1859,"not active"
"PV-009607279561",-6.3949747,1860,"not active"
"PV-000271872365",-6.3949161,1861,"not active"
"PV-009763045001",-6.3947902,1862,"not active"
"PV-000577088000",-6.3944941,1864,"not active"
"PV-006186902348",-6.3941998,1866,"not active"
"PV-001744309451",-6.3939896,1867,"not active"
"PV-006438415358",-6.39393,1868,"not active"
"PV-005378249878",-6.3938823,1869,"not active"
"PV-005814929931",-6.3938427,1870,"not active"
"PV-006207772762",-6.3937201,1871,"not active"
"PV-004470916741",-6.393579,1872,"not active"
"PV-001083621472",-6.3934531,1873,"not active"
"PV-008872084796",-6.3933659,1874,"not active"
"PV-004187405322",-6.3932991,1875,"not active"
"PV-005973432027",-6.3932142,1876,"not active"
"PV-009580949127",-6.3931317,1877,"not active"
"PV-007915216489",-6.3931069,1878,"not active"
"PV-009401772087",-6.3929839,1879,"not active"
"PV-006103103923",-6.3929729,1880,"not active"
"PV-006521367558",-6.3928566,1881,"not active"
"PV-006982617904",-6.3927336,1882,"not active"
"PV-006790470820",-6.3927259,1883,"not active"
"PV-003240843084",-6.3926225,1884,"not active"
"PV-009839597951",-6.3925982,1885,"not active"
"PV-004375484875",-6.3924646,1887,"not active"
"PV-000423867368",-6.3923969,1888,"not active"
"PV-004920156678",-6.3922882,1889,"not active"
"PV-007864982870",-6.3921986,1890,"not active"
"PV-008096066043",-6.3921876,1891,"not active"
"PV-005082335849",-6.392118,1892,"not active"
"PV-006466496953",-6.391932,1893,"not active"
"PV-008408845810",-6.3917727,1894,"not active"
"PV-004802288918",-6.3916492,1895,"not active"
"PV-006987609347",-6.3916373,1896,"not active"
"PV-009121238800",-6.3914938,1897,"not active"
"PV-003284352450",-6.3913827,1898,"not active"
"PV-009369610075",-6.3913617,1899,"not active"
"PV-002882079254",-6.3912158,1900,"not active"
"PV-009289436778",-6.3911958,1901,"not active"
"PV-004802231575",-6.3905849,1903,"not active"
"PV-008648580498",-6.3903608,1904,"not active"
"PV-004138519881",-6.3901281,1906,"not active"
"PV-006692793631",-6.3900852,1907,"not active"
"PV-005941978416",-6.3900633,1908,"not active"
"PV-009478067457",-6.389905,1909,"not active"
"PV-005356941278",-6.3897905,1910,"not active"
"PV-003875946265",-6.3897524,1911,"not active"
"PV-000462524327",-6.3897319,1912,"not active"
"PV-002817501551",-6.3895574,1913,"not active"
"PV-009067440602",-6.3895121,1914,"not active"
"PV-003659482213",-6.3894939,1915,"not active"
"PV-005988341014",-6.3894119,1917,"not active"
"PV-005086784310",-6.3894014,1918,"not active"
"PV-005235293956",-6.3893061,1919,"not active"
"PV-004510641494",-6.3892837,1920,"not active"
"PV-003529449821",-6.389236,1921,"not active"
"PV-009910212432",-6.3891258,1922,"not active"
"PV-006705418418",-6.3888068,1923,"not active"
"PV-007420887832",-6.3887606,1924,"not active"
"PV-007788523458",-6.3886695,1926,"not active"
"PV-009603133546",-6.3886533,1927,"not active"
"PV-009681181447",-6.3884854,1928,"not active"
"PV-006180862815",-6.388361,1929,"not active"
"PV-009728869389",-6.3880572,1931,"not active"
"PV-003026856040",-6.38802,1932,"not active"
"PV-009657881971",-6.3879309,1933,"not active"
"PV-001632590329",-6.3877935,1934,"not active"
"PV-008086198740",-6.3876939,1935,"not active"
"PV-004170813976",-6.3876877,1936,"not active"
"PV-002743510695",-6.3876791,1937,"not active"
"PV-007658953104",-6.3872509,1939,"not active"
"PV-004958545549",-6.3864775,1940,"not active"
"PV-003551582138",-6.3863811,1942,"not active"
"PV-004540610920",-6.3861256,1943,"not active"
"PV-008428532450",-6.3860354,1944,"not active"
"PV-009033477434",-6.3860207,1945,"not active"
"PV-005980744687",-6.385942,1946,"not active"
"PV-009441499227",-6.3859401,1947,"not active"
"PV-005224735518",-6.3859167,1948,"not active"
"PV-009824966834",-6.3858461,1949,"not active"
